epoch,accuracy,loss,val_accuracy,val_loss
92,0.4030224680900574,4.8735480308532715,0.6009341478347778,6.403966426849365
93,0.4051995575428009,4.853465557098389,0.9807927012443542,1.2593942880630493
94,0.40526729822158813,4.849727153778076,0.9372872710227966,3.685556173324585
95,0.4040163457393646,4.859346389770508,0.9887338280677795,0.8894582986831665
96,0.4052560031414032,4.844457149505615,0.9385891556739807,2.9399235248565674
97,0.40485680103302,4.84619140625,0.9862532019615173,1.2367464303970337
98,0.40533360838890076,4.83914041519165,0.894170343875885,4.165400505065918
99,0.4053493142127991,4.834400177001953,0.9891446232795715,1.23050856590271
100,0.40529704093933105,4.832518577575684,0.9822966456413269,0.7487788796424866
101,0.40531888604164124,4.827938556671143,0.9771631956100464,2.4835572242736816
102,0.40504395961761475,4.829564094543457,0.990829348564148,1.2228518724441528
103,0.40531110763549805,4.824442386627197,0.9874942302703857,0.7537816166877747
104,0.4052371382713318,4.8184356689453125,0.8839145302772522,4.265161991119385
105,0.4053615927696228,4.816303253173828,0.9760493040084839,1.8300894498825073
106,0.4042607843875885,4.828874111175537,0.9419302344322205,1.6037956476211548
107,0.40530386567115784,4.811777114868164,0.9746760725975037,3.0092291831970215
108,0.4053896367549896,4.805656433105469,0.9847819209098816,0.9738916158676147
109,0.4054630398750305,4.803873538970947,0.9864116311073303,0.5555970072746277
110,0.40532347559928894,4.803493976593018,0.9774830937385559,1.9666552543640137
111,0.4053388237953186,4.797747611999512,0.9831538796424866,0.5752071142196655
112,0.40101104974746704,4.8424224853515625,0.913866400718689,1.820943832397461
113,0.4049546718597412,4.808906078338623,0.9879681468009949,0.8494242429733276
114,0.4051985740661621,4.796730995178223,0.9467920064926147,3.1149606704711914
115,0.40098947286605835,4.836950778961182,0.9860235452651978,1.1001243591308594
116,0.4051520526409149,4.794392108917236,0.9789724349975586,2.1255760192871094
117,0.4052070379257202,4.78975772857666,0.9710476994514465,0.9957697987556458
118,0.4053332507610321,4.7741899490356445,0.9722949266433716,0.6523118019104004
119,0.4053936004638672,4.76907205581665,0.9669530987739563,2.381486654281616
120,0.4053853452205658,4.77121114730835,0.9782739281654358,2.1104671955108643
121,0.4054967761039734,4.763632297515869,0.9793838858604431,2.5258493423461914
122,0.40548911690711975,4.761972427368164,0.9887444972991943,1.5423879623413086
